Ejected yields in solar masses from Battino et al. 2019, MNRAS (models listed in Table 2)

Isotope	 m2z1m2	 m3z1m2	 m2z2m2	 m3z2m2	 m2z3m2	 m3z3m2	 m3z2m2-hCBM	 m3z3m2-hCBM
I-127	9.7894461E-10	1.3008606E-09	1.7223329E-09	5.0511572E-09	1.5326629E-09	4.5642300E-09	5.4525328E-09	6.9179044E-09
I-128	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2451805E-99	2.0946096E-99
I-129	5.9757702E-12	7.9702224E-12	6.8594300E-12	4.9338378E-11	2.8269989E-12	3.1295112E-11	5.5893219E-11	4.8597675E-11
I-130	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
I-131	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
I-132	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
I-133	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
I-134	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
I-135	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Xe-118	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Xe-119	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Xe-120	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Xe-121	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Xe-122	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Xe-123	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Xe-124	1.1439534E-11	1.4414853E-11	2.2771107E-11	4.9291654E-11	2.1760409E-11	4.7777885E-11	4.8136473E-11	6.6731693E-11
Xe-125	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Xe-126	1.0095312E-11	1.2718139E-11	2.0097926E-11	4.3498892E-11	1.9206546E-11	4.2177735E-11	4.2480434E-11	5.8915722E-11
Xe-127	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Xe-128	7.2814957E-10	1.0747106E-09	9.1777750E-10	5.0452667E-09	6.1133534E-10	4.1159033E-09	6.1464793E-09	7.0170112E-09
Xe-129	2.7542492E-09	3.5401687E-09	5.2582926E-09	1.2703960E-08	4.9137766E-09	1.1966891E-08	1.2921630E-08	1.7245486E-08
Xe-130	1.5514880E-09	2.2735803E-09	1.9322150E-09	1.0746850E-08	1.2634713E-09	8.6525571E-09	1.3114948E-08	1.4752882E-08
Xe-131	2.4885004E-09	3.2572473E-09	4.5037499E-09	1.2293193E-08	4.0771313E-09	1.1225422E-08	1.3021304E-08	1.6709362E-08
Xe-132	4.8619530E-09	6.8523442E-09	7.2354016E-09	2.9243709E-08	5.7055178E-09	2.4189126E-08	3.3953302E-08	3.8959305E-08
Xe-133	1.0561106E-99	1.1090472E-59	1.0148024E-99	2.2730812E-99	6.6732552E-100	5.4634671E-96	2.7819644E-52	2.0946096E-99
Xe-134	1.1465580E-09	1.7409921E-09	2.0311630E-09	7.1431624E-09	1.8402443E-09	5.5271054E-09	7.5111856E-09	7.7977898E-09
Xe-135	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2694161E-99	2.0946096E-99
Xe-136	7.8124535E-10	9.9262718E-10	1.5497612E-09	3.4376618E-09	1.4808836E-09	3.3310692E-09	3.3607121E-09	4.6722792E-09
Xe-137	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Xe-138	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Cs-123	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Cs-124	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Cs-125	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Cs-126	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Cs-127	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Cs-128	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Cs-129	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Cs-130	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Cs-131	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Cs-132	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Cs-133	1.0745368E-09	1.4458876E-09	1.7923156E-09	5.8541889E-09	1.5406982E-09	5.0449219E-09	6.4799473E-09	7.7448931E-09
Cs-134	1.4632187E-31	5.6547885E-24	2.4624801E-29	4.7391227E-24	2.1589540E-30	2.0060322E-25	8.5444603E-25	5.5448213E-26
Cs-135	2.2707951E-10	4.5304239E-10	2.0129299E-10	2.3168044E-09	8.0979791E-11	1.4449973E-09	2.8063129E-09	2.3786233E-09
Cs-136	1.0561106E-99	9.0191543E-59	1.0148024E-99	2.2745916E-99	6.6732552E-100	3.8209228E-95	5.8962022E-52	2.0946096E-99
Cs-137	3.5530152E-13	1.1895104E-11	5.5130406E-13	4.4259544E-11	2.1574699E-13	1.3414573E-11	3.8814019E-11	1.3900721E-11
Cs-138	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Cs-139	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ba-124	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ba-125	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ba-126	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ba-127	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ba-128	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ba-129	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ba-130	9.3933567E-12	1.1836577E-11	1.8697910E-11	4.0475007E-11	1.7867968E-11	3.9231382E-11	3.9526414E-11	5.4794621E-11
Ba-131	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ba-132	9.1251268E-12	1.1496802E-11	1.8165759E-11	3.9318743E-11	1.7359896E-11	3.8120266E-11	3.8397871E-11	5.3245868E-11
Ba-133	9.4607976E-25	7.9981488E-22	6.4444750E-24	2.8542786E-21	6.8956604E-24	1.4348592E-21	9.3455624E-22	1.8430390E-21
Ba-134	9.7983558E-10	1.4476944E-09	1.1680360E-09	6.5581079E-09	7.2735246E-10	5.1442011E-09	8.1077001E-09	8.8552644E-09
Ba-135	8.6527370E-10	1.1526664E-09	1.4594376E-09	4.4426980E-09	1.2608486E-09	3.9360129E-09	4.9079991E-09	6.0683560E-09
Ba-136	3.1679839E-09	4.7160805E-09	3.7138012E-09	2.1123224E-08	2.2876077E-09	1.5909520E-08	2.6108315E-08	2.7172382E-08
Ba-137	3.1194292E-09	4.9045047E-09	3.9526662E-09	2.0941363E-08	2.7090627E-09	1.5219987E-08	2.5109863E-08	2.4946370E-08
Ba-138	3.3847127E-08	6.0117131E-08	3.1402563E-08	1.9605483E-07	1.7725048E-08	1.0912061E-07	2.4387496E-07	1.7842060E-07
Ba-139	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.5778579E-98	2.0946096E-99
Ba-140	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ba-141	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ba-142	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
La-127	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
La-128	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
La-129	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
La-130	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
La-131	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
La-132	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
La-133	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
La-134	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
La-135	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
La-136	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
La-137	6.1293190E-18	2.1264897E-18	1.8697470E-17	2.8445628E-17	1.5392815E-17	4.4970587E-17	2.7168751E-17	6.4929558E-17
La-138	8.2376510E-13	1.0411477E-12	1.6396820E-12	3.5611204E-12	1.5640234E-12	3.4508092E-12	3.4775435E-12	4.8202496E-12
La-139	4.1178693E-09	7.3975958E-09	3.8372501E-09	2.2851196E-08	2.2620373E-09	1.2329143E-08	2.8285609E-08	1.9855235E-08
La-140	1.0561106E-99	8.1365411E-93	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4911067E-99	2.3480533E-84	2.0946096E-99
La-141	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
La-142	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
La-143	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ce-130	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ce-131	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ce-132	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ce-133	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ce-134	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ce-135	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ce-136	4.3405335E-12	5.4686337E-12	8.6408488E-12	1.8702625E-11	8.2575412E-12	1.8132672E-11	1.8264636E-11	2.5327905E-11
Ce-137	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ce-138	5.9498890E-12	7.4922465E-12	1.1846219E-11	2.5637968E-11	1.1322266E-11	2.4872456E-11	2.5038889E-11	3.4751466E-11
Ce-139	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ce-140	1.1796435E-08	2.1796903E-08	9.0610892E-09	5.3969339E-08	5.0167190E-09	2.5387381E-08	6.7833849E-08	4.0704675E-08
Ce-141	1.0561106E-99	2.4868423E-44	1.0148024E-99	2.2836126E-99	6.6732552E-100	3.9696225E-95	1.1741699E-45	2.0946096E-99
Ce-142	4.9671557E-10	1.2830179E-09	6.4088256E-10	3.1496844E-09	5.3625466E-10	1.6604103E-09	3.4913639E-09	2.3075760E-09
Ce-143	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	1.9100147E-95	2.0946096E-99
Ce-144	1.0561106E-99	9.0348378E-62	1.0148024E-99	7.4894667E-30	6.6732552E-100	1.4906940E-99	2.9006367E-94	2.0946096E-99
Ce-145	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ce-146	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Pr-133	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Pr-134	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Pr-135	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Pr-136	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Pr-137	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Pr-138	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Pr-139	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Pr-140	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Pr-141	1.3290171E-09	2.4683243E-09	1.1885157E-09	6.3214669E-09	7.7549813E-10	3.1827476E-09	7.7174670E-09	4.9225566E-09
Pr-142	1.0561106E-99	2.5766664E-98	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4907030E-99	3.6875243E-85	2.0946096E-99
Pr-143	1.0561106E-99	1.3272592E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.1686088E-92	2.0946096E-99
Pr-144	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Pr-145	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Pr-146	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Pr-147	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Pr-148	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Pr-149	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Nd-134	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Nd-135	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Nd-136	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Nd-137	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Nd-138	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Nd-139	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Nd-140	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Nd-141	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Nd-142	2.9864962E-09	5.5159083E-09	2.1590703E-09	1.2419828E-08	1.1871557E-09	5.6730071E-09	1.5757123E-08	9.1312563E-09
Nd-143	6.2940236E-10	1.1192515E-09	6.4380438E-10	2.7949866E-09	4.7523194E-10	1.5626031E-09	3.3235071E-09	2.3545217E-09
Nd-144	1.7184531E-09	3.2734597E-09	1.4649065E-09	7.6714897E-09	9.6958367E-10	3.7107481E-09	9.3688659E-09	5.6784154E-09
Nd-145	3.9525279E-10	7.0964693E-10	4.2199366E-10	1.7551446E-09	3.2338618E-10	1.0028881E-09	2.0637845E-09	1.4911646E-09
Nd-146	1.4676688E-09	2.8841592E-09	1.1450933E-09	6.3777616E-09	7.1898713E-10	2.8955181E-09	7.8669845E-09	4.4516153E-09
Nd-147	1.0561106E-99	9.3748493E-50	1.0148024E-99	2.2730647E-99	6.6732552E-100	1.9053944E-99	8.9819557E-61	2.0946096E-99
Nd-148	2.7190223E-10	4.8984562E-10	2.8833140E-10	1.3488325E-09	2.2571432E-10	6.9919166E-10	1.5622216E-09	9.9926055E-10
Nd-149	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448517E-99	2.0946096E-99
Nd-150	1.1360410E-10	1.4818436E-10	2.2414284E-10	4.9791979E-10	2.1382542E-10	4.7230594E-10	4.8834023E-10	6.5963732E-10
Nd-151	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Nd-152	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Pm-137	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Pm-138	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Pm-139	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Pm-140	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Pm-141	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Pm-142	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Pm-143	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Pm-144	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Pm-145	6.8872037E-19	5.6532341E-18	3.6131936E-18	5.1444802E-17	4.4182328E-18	4.8609690E-17	4.2884435E-17	6.4629965E-17
Pm-146	1.4894533E-30	3.6312359E-26	1.4261794E-29	3.7962943E-26	1.8743686E-29	1.3861805E-26	7.9566163E-27	1.7444479E-26
Pm-147	1.7546724E-27	1.6146189E-21	3.8296428E-26	9.0364429E-22	3.6897726E-27	3.2042867E-23	5.3712037E-22	1.0544655E-23
Pm-148	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Pm-149	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2501547E-99	2.0946096E-99
Pm-150	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Pm-151	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Pm-152	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Pm-153	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Pm-154	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Sm-140	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Sm-141	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Sm-142	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Sm-143	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Sm-144	1.9109583E-11	2.4057803E-11	3.8051650E-11	8.2393500E-11	3.6367775E-11	7.9996820E-11	8.0473964E-11	1.1182490E-10
Sm-145	1.0561106E-99	2.7789077E-37	1.0148024E-99	9.8202618E-30	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Sm-146	1.3309646E-14	9.9555740E-15	2.9780897E-14	8.2109071E-14	2.9469551E-14	1.2070598E-13	8.3439938E-14	1.9974429E-13
Sm-147	2.2789334E-10	3.9784823E-10	2.4592383E-10	9.8838002E-10	1.9046359E-10	5.7108882E-10	1.1537193E-09	8.4111078E-10
Sm-148	3.2073125E-10	6.8272103E-10	2.4682354E-10	1.2876103E-09	1.5489528E-10	6.0879281E-10	1.6101473E-09	9.5919596E-10
Sm-149	1.3968892E-10	2.2497242E-10	1.9807422E-10	6.0180573E-10	1.7246754E-10	4.3586275E-10	6.5986249E-10	6.2547575E-10
Sm-150	2.7749358E-10	5.6368004E-10	1.9096543E-10	1.1686328E-09	1.0730156E-10	4.8724361E-10	1.4634456E-09	7.5888211E-10
Sm-151	2.5035396E-12	1.0111562E-11	1.4390924E-12	1.9494123E-11	2.5820435E-13	5.1356320E-12	2.3384075E-11	7.8096884E-12
Sm-152	3.7801669E-10	6.6051718E-10	4.3283730E-10	1.6016017E-09	3.4768787E-10	9.8220113E-10	1.8444768E-09	1.4394392E-09
Sm-153	1.0561106E-99	8.3950314E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	9.7971867E-87	2.0946096E-99
Sm-154	2.2022068E-10	3.3693762E-10	3.2814138E-10	1.0128681E-09	2.9182320E-10	7.2561386E-10	1.0919771E-09	1.0287387E-09
Sm-155	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Sm-156	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Sm-157	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Sm-158	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Eu-143	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Eu-144	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Eu-145	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Eu-146	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Eu-147	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
